timestamp,open,high,low,close,volume
2020-01-01 00:00:00,7165.72,7208.2,7136.05,7158.23,218.18255269999992
2020-01-01 00:15:00,7182.78,7198.4,7151.6,7157.0,225.2096485
2020-01-01 00:30:00,7194.2,7200.00449696,7155.0,7155.72,84.01793758999999
2020-01-01 00:45:00,7158.2,7201.9,7149.25,7155.7,187.85754827
2020-01-01 01:00:00,7150.65,7206.1,7147.18,7167.34,336.47945625
2020-01-01 01:15:00,7192.4,7226.1,7163.92,7186.6,410.92662243
2020-01-01 01:30:00,7186.6,7250.0,7186.6,7191.28,674.5676915500001
2020-01-01 01:45:00,7191.6,7228.4347125,7180.62,7194.52,169.60982529999993
2020-01-01 02:00:00,7194.52,7238.1,7189.09,7216.61,171.32996706000003
2020-01-01 02:15:00,7192.79,7248.3,7192.39,7207.58,238.06681823000005
2020-01-01 02:30:00,7247.40183189,7249.6,7205.0,7211.0,442.84408496
2020-01-01 02:45:00,7211.0,7256.7,7207.42,7217.0,267.8161282
2020-01-01 03:00:00,7216.66,7256.7,7196.62,7200.01,267.6512978
2020-01-01 03:15:00,7200.01,7246.1,7200.0,7207.79,260.58208525
2020-01-01 03:30:00,7207.78,7251.4,7192.4,7192.83,194.75249891000004
2020-01-01 03:45:00,7193.1,7237.3,7193.1,7196.98,175.49246853
2020-01-01 04:00:00,7196.99,7237.3,7188.05,7190.08,79.09227515999999
2020-01-01 04:15:00,7218.43,7232.1,7187.02,7222.01,297.9567444300001
2020-01-01 04:30:00,7196.0,7241.3,7189.87,7197.97,178.04701521999996
2020-01-01 04:45:00,7197.15,7239.1,7183.85,7186.41,179.34447173999996
2020-01-01 05:00:00,7186.4,7236.6,7183.85,7199.0,315.77241967000015
2020-01-01 05:15:00,7198.99,7234.3,7190.14,7194.99,51.07475252
2020-01-01 05:30:00,7194.65,7234.3,7188.95,7193.87,155.47111742
2020-01-01 05:45:00,7195.5,7236.6,7190.95,7197.31,138.12398219000002
2020-01-01 06:00:00,7197.31,7236.5913081,7194.1,7199.99,67.03985023000001
2020-01-01 06:15:00,7199.99,7242.0805872,7197.5,7207.5,522.42127807
2020-01-01 06:30:00,7207.3,7236.5,7200.57,7203.53,400.24568324
2020-01-01 06:45:00,7205.61,7234.5,7198.18,7201.46,261.43430988
2020-01-01 07:00:00,7201.3,7235.4,7199.4,7205.1,114.60603263
2020-01-01 07:15:00,7204.24,7237.7,7204.24,7209.2,186.6239338
2020-01-01 07:30:00,7204.86,7237.7,7174.57,7223.4,371.8139362600001
2020-01-01 07:45:00,7176.5,7222.6,7175.0,7185.91,101.97866731
2020-01-01 08:00:00,7185.9,7219.7,7168.6,7199.97,100.62560035
2020-01-01 08:15:00,7171.1,7212.45813723,7160.0,7170.79,296.30096287
